ForceDecks Raw Data Export,1.0
Weight,53.79
Frequency,500
Recording Date,2024-03-06T11:35:35
Recording Info,ForceDecks.iOS;1.9.0
Data Source,"ForceDecks;FDL2-220804-FW2R6-HW3R5,6263,FDL2-FW2R6-HW3R5,6264 (Post-analysis Trial 2)"
Analysis Date,2024-03-11T16:58:40
AthleteId,76ea55ee-bf21-4e4a-aacb-c4f8484e7d7c

Time,Left,Right,,Acceleration,Velocity,Height,Power,Impulse
36.512,254.905624,273.035272,,0,0,0,0,0
36.514,255.905624,272.035272,,0,0,0,0,0
36.516,253.905624,272.035272,,0,0,0,0,0
36.518,254.905624,272.035272,,0,0,0,0,0
36.52,256.905624,271.035272,,0,0,0,0,0
36.522,256.905624,272.035272,,0,0,0,0,0
36.524,252.905624,274.035272,,0,0,0,0,0
36.526,254.905624,273.035272,,0,0,0,0,0
36.528,255.905624,273.035272,,0,0,0,0,0
36.53,255.905624,271.035272,,0,0,0,0,0
36.532,254.905624,272.035272,,0,0,0,0,0
36.534,255.905624,273.035272,,0,0,0,0,0
36.536,256.905624,273.035272,,0,0,0,0,0
36.538,255.905624,272.035272,,0,0,0,0,0
36.54,253.905624,273.035272,,0,0,0,0,0
36.542,256.905624,273.035272,,0,0,0,0,0
36.544,255.905624,272.035272,,0,0,0,0,0
36.546,255.905624,274.035272,,0,0,0,0,0
36.548,255.905624,274.035272,,0,0,0,0,0
36.55,257.905624,271.035272,,0,0,0,0,0
36.552,257.905624,272.035272,,0,0,0,0,0
36.554,255.905624,274.035272,,0,0,0,0,0
36.556,255.905624,273.035272,,0,0,0,0,0
36.558,255.905624,273.035272,,0,0,0,0,0
36.56,255.905624,273.035272,,0,0,0,0,0
36.562,254.905624,272.035272,,0,0,0,0,0
36.564,256.905624,272.035272,,0,0,0,0,0
36.566,258.905624,271.035272,,0,0,0,0,0
36.568,255.905624,270.035272,,0,0,0,0,0
36.57,254.905624,273.035272,,0,0,0,0,0
36.572,255.905624,273.035272,,0,0,0,0,0
36.574,257.905624,271.035272,,0,0,0,0,0
36.576,257.905624,272.035272,,0,0,0,0,0
36.578,256.905624,270.035272,,0,0,0,0,0
36.58,256.905624,272.035272,,0,0,0,0,0
36.582,258.905624,273.035272,,0,0,0,0,0
36.584,258.905624,270.035272,,0,0,0,0,0
36.586,256.905624,273.035272,,0,0,0,0,0
36.588,258.905624,272.035272,,0,0,0,0,0
36.59,255.905624,272.035272,,0,0,0,0,0
36.592,257.905624,274.035272,,0,0,0,0,0
36.594,257.905624,270.035272,,0,0,0,0,0
36.596,257.905624,272.035272,,0,0,0,0,0
36.598,256.905624,272.035272,,0,0,0,0,0
36.6,255.905624,269.035272,,0,0,0,0,0
36.602,257.905624,271.035272,,0,0,0,0,0
36.604,256.905624,273.035272,,0,0,0,0,0
36.606,257.905624,271.035272,,0,0,0,0,0
36.608,256.905624,270.035272,,0,0,0,0,0
36.61,256.905624,273.035272,,0,0,0,0,0
36.612,257.905624,273.035272,,0,0,0,0,0
36.614,255.905624,269.035272,,0,0,0,0,0
36.616,255.905624,271.035272,,0,0,0,0,0
36.618,256.905624,271.035272,,0,0,0,0,0
36.62,258.905624,271.035272,,0,0,0,0,0
36.622,257.905624,272.035272,,0,0,0,0,0
36.624,257.905624,272.035272,,0,0,0,0,0
36.626,257.905624,269.035272,,0,0,0,0,0
