ForceDecks Raw Data Export,1.0
Weight,53.79
Frequency,500
Recording Date,2024-03-06T11:35:35
Recording Info,ForceDecks.iOS;1.9.0
Data Source,"ForceDecks;FDL2-220804-FW2R6-HW3R5,6263,FDL2-FW2R6-HW3R5,6264 (Post-analysis Trial 4)"
Analysis Date,2024-03-11T16:58:40
AthleteId,76ea55ee-bf21-4e4a-aacb-c4f8484e7d7c

Time,Left,Right,,Acceleration,Velocity,Height,Power,Impulse
60.684,263.905624,260.035272,,0,0,0,0,0
60.686,265.905624,261.035272,,0,0,0,0,0
60.688,262.905624,259.035272,,0,0,0,0,0
60.69,263.905624,258.035272,,0,0,0,0,0
60.692,262.905624,259.035272,,0,0,0,0,0
60.694,262.905624,258.035272,,0,0,0,0,0
60.696,265.905624,260.035272,,0,0,0,0,0
60.698,262.905624,260.035272,,0,0,0,0,0
60.7,263.905624,258.035272,,0,0,0,0,0
60.702,264.905624,258.035272,,0,0,0,0,0
60.704,263.905624,259.035272,,0,0,0,0,0
60.706,264.905624,260.035272,,0,0,0,0,0
60.708,263.905624,259.035272,,0,0,0,0,0
60.71,265.905624,259.035272,,0,0,0,0,0
60.712,265.905624,259.035272,,0,0,0,0,0
60.714,264.905624,261.035272,,0,0,0,0,0
60.716,265.905624,258.035272,,0,0,0,0,0
60.718,265.905624,259.035272,,0,0,0,0,0
60.72,265.905624,259.035272,,0,0,0,0,0
60.722,263.905624,259.035272,,0,0,0,0,0
60.724,265.905624,258.035272,,0,0,0,0,0
60.726,264.905624,262.035272,,0,0,0,0,0
60.728,264.905624,260.035272,,0,0,0,0,0
60.73,265.905624,259.035272,,0,0,0,0,0
60.732,264.905624,261.035272,,0,0,0,0,0
60.734,265.905624,260.035272,,0,0,0,0,0
60.736,264.905624,263.035272,,0,0,0,0,0
60.738,265.905624,260.035272,,0,0,0,0,0
60.74,267.905624,259.035272,,0,0,0,0,0
60.742,266.905624,260.035272,,0,0,0,0,0
60.744,265.905624,258.035272,,0,0,0,0,0
60.746,267.905624,262.035272,,0,0,0,0,0
60.748,264.905624,261.035272,,0,0,0,0,0
60.75,266.905624,260.035272,,0,0,0,0,0
60.752,267.905624,260.035272,,0,0,0,0,0
60.754,269.905624,261.035272,,0,0,0,0,0
60.756,268.905624,260.035272,,0,0,0,0,0
60.758,269.905624,260.035272,,0,0,0,0,0
60.76,267.905624,262.035272,,0,0,0,0,0
60.762,266.905624,260.035272,,0,0,0,0,0
60.764,268.905624,263.035272,,0,0,0,0,0
60.766,267.905624,263.035272,,0,0,0,0,0
60.768,267.905624,260.035272,,0,0,0,0,0
60.77,267.905624,262.035272,,0,0,0,0,0
60.772,268.905624,262.035272,,0,0,0,0,0
60.774,268.905624,263.035272,,0,0,0,0,0
60.776,270.905624,260.035272,,0,0,0,0,0
60.778,269.905624,262.035272,,0,0,0,0,0
60.78,267.905624,263.035272,,0,0,0,0,0
60.782,269.905624,260.035272,,0,0,0,0,0
60.784,269.905624,262.035272,,0,0,0,0,0
60.786,268.905624,262.035272,,0,0,0,0,0
60.788,267.905624,260.035272,,0,0,0,0,0
60.79,270.905624,261.035272,,0,0,0,0,0
60.792,270.905624,261.035272,,0,0,0,0,0
60.794,265.905624,261.035272,,0,0,0,0,0
60.796,267.905624,260.035272,,0,0,0,0,0
60.798,268.905624,260.035272,,0,0,0,0,0
60.8,269.905624,262.035272,,0,0,0,0,0
60.802,269.905624,262.035272,,0,0,0,0,0
60.804,272.905624,261.035272,,0,0,0,0,0
60.806,271.905624,260.035272,,0,0,0,0,0
60.808,269.905624,260.035272,,0,0,0,0,0
60.81,270.905624,260.035272,,0,0,0,0,0
60.812,270.905624,258.035272,,0,0,0,0,0
60.814,270.905624,261.035272,,0,0,0,0,0
60.816,272.905624,259.035272,,0,0,0,0,0
60.818,270.905624,262.035272,,0,0,0,0,0
60.82,271.905624,261.035272,,0,0,0,0,0
60.822,271.905624,260.035272,,0,0,0,0,0
60.824,272.905624,261.035272,,0,0,0,0,0
60.826,269.905624,260.035272,,0,0,0,0,0
60.828,271.905624,260.035272,,0,0,0,0,0
60.83,271.905624,260.035272,,0,0,0,0,0
60.832,272.905624,260.035272,,0,0,0,0,0
60.834,272.905624,260.035272,,0,0,0,0,0
60.836,273.905624,261.035272,,0,0,0,0,0
60.838,273.905624,261.035272,,0,0,0,0,0
60.84,272.905624,261.035272,,0,0,0,0,0
60.842,272.905624,261.035272,,0,0,0,0,0
60.844,272.905624,261.035272,,0,0,0,0,0
60.846,274.905624,260.035272,,0,0,0,0,0
60.848,275.905624,261.035272,,0,0,0,0,0
60.85,272.905624,261.035272,,0,0,0,0,0
60.852,275.905624,259.035272,,0,0,0,0,0
60.854,275.905624,260.035272,,0,0,0,0,0
60.856,272.905624,260.035272,,0,0,0,0,0
60.858,275.905624,262.035272,,0,0,0,0,0
60.86,273.905624,260.035272,,0,0,0,0,0
60.862,275.905624,259.035272,,0,0,0,0,0
60.864,275.905624,262.035272,,0,0,0,0,0
60.866,273.905624,260.035272,,0,0,0,0,0
60.868,273.905624,259.035272,,0,0,0,0,0
60.87,272.905624,261.035272,,0,0,0,0,0
60.872,270.905624,260.035272,,0,0,0,0,0
60.874,274.905624,259.035272,,0,0,0,0,0
60.876,272.905624,261.035272,,0,0,0,0,0
60.878,274.905624,260.035272,,0,0,0,0,0
60.88,271.905624,259.035272,,0,0,0,0,0
60.882,271.905624,259.035272,,0,0,0,0,0
60.884,269.905624,262.035272,,0,0,0,0,0
60.886,271.905624,258.035272,,0,0,0,0,0
60.888,270.905624,261.035272,,0,0,0,0,0
60.89,272.905624,258.035272,,0,0,0,0,0
60.892,272.905624,260.035272,,0,0,0,0,0
60.894,273.905624,259.035272,,0,0,0,0,0
60.896,272.905624,258.035272,,0,0,0,0,0
60.898,272.905624,261.035272,,0,0,0,0,0
60.9,270.905624,257.035272,,0,0,0,0,0
60.902,269.905624,259.035272,,0,0,0,0,0
60.904,269.905624,259.035272,,0,0,0,0,0
60.906,270.905624,260.035272,,0,0,0,0,0
60.908,272.905624,258.035272,,0,0,0,0,0
60.91,271.905624,258.035272,,0,0,0,0,0
60.912,271.905624,261.035272,,0,0,0,0,0
60.914,271.905624,260.035272,,0,0,0,0,0
60.916,271.905624,259.035272,,0,0,0,0,0
60.918,272.905624,259.035272,,0,0,0,0,0
60.92,271.905624,258.035272,,0,0,0,0,0
60.922,271.905624,260.035272,,0,0,0,0,0
60.924,271.905624,258.035272,,0,0,0,0,0
60.926,272.905624,258.035272,,0,0,0,0,0
60.928,272.905624,259.035272,,0,0,0,0,0
60.93,274.905624,259.035272,,0,0,0,0,0
60.932,272.905624,257.035272,,0,0,0,0,0
60.934,273.905624,259.035272,,0,0,0,0,0
60.936,274.905624,258.035272,,0,0,0,0,0
60.938,274.905624,258.035272,,0,0,0,0,0
60.94,273.905624,258.035272,,0,0,0,0,0
60.942,275.905624,257.035272,,0,0,0,0,0
60.944,273.905624,259.035272,,0,0,0,0,0
60.946,273.905624,259.035272,,0,0,0,0,0
60.948,272.905624,259.035272,,0,0,0,0,0
60.95,275.905624,259.035272,,0,0,0,0,0
60.952,276.905624,257.035272,,0,0,0,0,0
60.954,274.905624,257.035272,,0,0,0,0,0
60.956,273.905624,259.035272,,0,0,0,0,0
60.958,275.905624,256.035272,,0,0,0,0,0
60.96,275.905624,257.035272,,0,0,0,0,0
60.962,274.905624,257.035272,,0,0,0,0,0
60.964,275.905624,260.035272,,0,0,0,0,0
60.966,276.905624,257.035272,,0,0,0,0,0
60.968,276.905624,258.035272,,0,0,0,0,0
60.97,273.905624,258.035272,,0,0,0,0,0
60.972,276.905624,257.035272,,0,0,0,0,0
60.974,273.905624,257.035272,,0,0,0,0,0
60.976,275.905624,258.035272,,0,0,0,0,0
60.978,276.905624,257.035272,,0,0,0,0,0
60.98,275.905624,259.035272,,0,0,0,0,0
60.982,274.905624,257.035272,,0,0,0,0,0
60.984,274.905624,258.035272,,0,0,0,0,0
60.986,274.905624,259.035272,,0,0,0,0,0
60.988,276.905624,257.035272,,0,0,0,0,0
60.99,275.905624,256.035272,,0,0,0,0,0
60.992,275.905624,258.035272,,0,0,0,0,0
60.994,276.905624,255.035272,,0,0,0,0,0
60.996,275.905624,257.035272,,0,0,0,0,0
60.998,274.905624,257.035272,,0,0,0,0,0
61,275.905624,256.035272,,0,0,0,0,0
61.002,276.905624,255.035272,,0,0,0,0,0
61.004,276.905624,256.035272,,0,0,0,0,0
61.006,275.905624,254.035272,,0,0,0,0,0
61.008,277.905624,254.035272,,0,0,0,0,0
61.01,275.905624,255.035272,,0,0,0,0,0
61.012,277.905624,257.035272,,0,0,0,0,0
61.014,277.905624,253.035272,,0,0,0,0,0
61.016,274.905624,254.035272,,0,0,0,0,0
61.018,276.905624,255.035272,,0,0,0,0,0
61.02,277.905624,254.035272,,0,0,0,0,0
61.022,274.905624,254.035272,,0,0,0,0,0
61.024,275.905624,252.035272,,0,0,0,0,0
61.026,276.905624,252.035272,,0,0,0,0,0
61.028,276.905624,251.035272,,0,0,0,0,0
61.03,278.905624,254.035272,,0,0,0,0,0
61.032,274.905624,253.035272,,0,0,0,0,0
61.034,276.905624,254.035272,,0,0,0,0,0
61.036,275.905624,254.035272,,0,0,0,0,0
61.038,275.905624,253.035272,,0,0,0,0,0
61.04,274.905624,251.035272,,0,0,0,0,0
61.042,275.905624,252.035272,,0,0,0,0,0
61.044,274.905624,251.035272,,0,0,0,0,0
61.046,277.905624,252.035272,,0,0,0,0,0
61.048,275.905624,253.035272,,0,0,0,0,0
61.05,274.905624,252.035272,,0,0,0,0,0
61.052,275.905624,251.035272,,0,0,0,0,0
61.054,274.905624,252.035272,,0,0,0,0,0
61.056,275.905624,252.035272,,0,0,0,0,0
61.058,274.905624,252.035272,,0,0,0,0,0
61.06,274.905624,253.035272,,0,0,0,0,0
61.062,276.905624,252.035272,,0,0,0,0,0
61.064,275.905624,254.035272,,0,0,0,0,0
61.066,276.905624,252.035272,,0,0,0,0,0
61.068,275.905624,253.035272,,0,0,0,0,0
61.07,275.905624,254.035272,,0,0,0,0,0
61.072,275.905624,252.035272,,0,0,0,0,0
61.074,275.905624,254.035272,,0,0,0,0,0
61.076,275.905624,255.035272,,0,0,0,0,0
61.078,275.905624,254.035272,,0,0,0,0,0
61.08,275.905624,253.035272,,0,0,0,0,0
61.082,275.905624,255.035272,,0,0,0,0,0
61.084,279.905624,255.035272,,0,0,0,0,0
61.086,275.905624,254.035272,,0,0,0,0,0
61.088,274.905624,255.035272,,0,0,0,0,0
61.09,274.905624,255.035272,,0,0,0,0,0
61.092,274.905624,255.035272,,0,0,0,0,0
61.094,275.905624,254.035272,,0,0,0,0,0
61.096,274.905624,256.035272,,0,0,0,0,0
61.098,274.905624,256.035272,,0,0,0,0,0
61.1,275.905624,255.035272,,0,0,0,0,0
61.102,272.905624,257.035272,,0,0,0,0,0
61.104,274.905624,255.035272,,0,0,0,0,0
61.106,272.905624,256.035272,,0,0,0,0,0
61.108,273.905624,256.035272,,0,0,0,0,0
61.11,272.905624,255.035272,,0,0,0,0,0
61.112,269.905624,256.035272,,0,0,0,0,0
61.114,270.905624,258.035272,,0,0,0,0,0
61.116,271.905624,254.035272,,0,0,0,0,0
61.118,271.905624,254.035272,,0,0,0,0,0
61.12,271.905624,253.035272,,0,0,0,0,0
61.122,270.905624,253.035272,,0,0,0,0,0
61.124,269.905624,255.035272,,0,0,0,0,0
61.126,270.905624,253.035272,,0,0,0,0,0
61.128,270.905624,253.035272,,0,0,0,0,0
61.13,270.905624,253.035272,,0,0,0,0,0
61.132,266.905624,251.035272,,0,0,0,0,0
61.134,268.905624,252.035272,,0,0,0,0,0
61.136,269.905624,251.035272,,0,0,0,0,0
61.138,269.905624,251.035272,,0,0,0,0,0
61.14,267.905624,251.035272,,0,0,0,0,0
61.142,267.905624,252.035272,,0,0,0,0,0
61.144,266.905624,250.035272,,0,0,0,0,0
61.146,268.905624,250.035272,,0,0,0,0,0
61.148,266.905624,249.035272,,0,0,0,0,0
61.15,267.905624,249.035272,,0,0,0,0,0
61.152,266.905624,248.035272,,0,0,0,0,0
61.154,267.905624,248.035272,,0,0,0,0,0
61.156,264.905624,248.035272,,0,0,0,0,0
61.158,266.905624,248.035272,,0,0,0,0,0
61.16,264.905624,248.035272,,0,0,0,0,0
61.162,264.905624,248.035272,,0,0,0,0,0
61.164,264.905624,244.035272,,0,0,0,0,0
61.166,262.905624,246.035272,,0,0,0,0,0
61.168,265.905624,246.035272,,0,0,0,0,0
61.17,262.905624,247.035272,,-0.32643,0,0,0,0
61.172,261.905624,244.035272,,-0.4008,-0.00073,0,0.36793,-0.03912
61.174,261.905624,245.035272,,-0.38221,-0.00151,0,0.7656,-0.08124
61.176,262.905624,244.035272,,-0.38221,-0.00227,-1E-05,1.15311,-0.12235
61.178,260.905624,243.035272,,-0.43798,-0.00309,-1E-05,1.55961,-0.16647
61.18,259.905624,242.035272,,-0.47516,-0.00401,-2E-05,2.01176,-0.21559
61.182,259.905624,241.035272,,-0.49375,-0.00498,-3E-05,2.49312,-0.26771
61.184,258.905624,241.035272,,-0.51234,-0.00598,-4E-05,2.99113,-0.32182
61.186,259.905624,241.035272,,-0.49375,-0.00699,-5E-05,3.5011,-0.37594
61.188,257.905624,241.035272,,-0.53093,-0.00801,-7E-05,3.99838,-0.43106
61.19,257.905624,239.035272,,-0.56811,-0.00911,-8E-05,4.52851,-0.49018
61.192,256.905624,240.035272,,-0.56811,-0.01025,-0.0001,5.09315,-0.55129
61.194,257.905624,242.035272,,-0.51234,-0.01133,-0.00013,5.66406,-0.60941
61.196,259.905624,240.035272,,-0.51234,-0.01235,-0.00015,6.17634,-0.66453
61.198,259.905624,241.035272,,-0.49375,-0.01336,-0.00017,6.69268,-0.71865
61.2,258.905624,240.035272,,-0.53093,-0.01438,-0.0002,7.17722,-0.77376
61.202,257.905624,240.035272,,-0.54952,-0.01547,-0.00023,7.70084,-0.83188
61.204,256.905624,239.035272,,-0.5867,-0.0166,-0.00026,8.23341,-0.893
61.206,257.905624,239.035272,,-0.56811,-0.01776,-0.0003,8.82388,-0.95512
61.208,256.905624,240.035272,,-0.56811,-0.01889,-0.00034,9.38852,-1.01623
61.21,257.905624,238.035272,,-0.5867,-0.02005,-0.00037,9.94235,-1.07835
61.212,257.905624,238.035272,,-0.5867,-0.02122,-0.00042,10.52429,-1.14147
61.214,257.905624,238.035272,,-0.5867,-0.02239,-0.00046,11.10623,-1.20459
61.216,256.905624,237.035272,,-0.62389,-0.0236,-0.00051,11.6594,-1.26971
61.218,256.905624,238.035272,,-0.60529,-0.02483,-0.00055,12.29138,-1.33582
61.22,256.905624,237.035272,,-0.62389,-0.02606,-0.0006,12.87369,-1.40194
61.222,256.905624,238.035272,,-0.60529,-0.02729,-0.00066,13.50812,-1.46806
61.224,256.905624,239.035272,,-0.5867,-0.02848,-0.00071,14.12658,-1.53218
61.226,258.905624,238.035272,,-0.56811,-0.02964,-0.00077,14.72894,-1.59429
61.228,256.905624,239.035272,,-0.5867,-0.03079,-0.00083,15.27202,-1.65641
61.23,257.905624,237.035272,,-0.60529,-0.03199,-0.00089,15.83119,-1.72053
61.232,259.905624,238.035272,,-0.54952,-0.03314,-0.00096,16.50218,-1.78265
61.234,259.905624,238.035272,,-0.54952,-0.03424,-0.00103,17.04944,-1.84176
61.236,260.905624,241.035272,,-0.47516,-0.03526,-0.0011,17.70073,-1.89688
61.238,258.905624,237.035272,,-0.5867,-0.03633,-0.00117,18.01576,-1.954
61.24,261.905624,236.035272,,-0.54952,-0.03746,-0.00124,18.65419,-2.01512
61.242,260.905624,234.035272,,-0.60529,-0.03862,-0.00132,19.11337,-2.07723
61.244,261.905624,235.035272,,-0.56811,-0.03979,-0.0014,19.77372,-2.14035
61.246,260.905624,233.035272,,-0.62389,-0.04098,-0.00148,20.24312,-2.20447
61.248,258.905624,236.035272,,-0.60529,-0.04221,-0.00156,20.89248,-2.27059
